AgeRange,YearsExperience,Industry,Education,Location,Salary,Modality,Gender
2,5,7,4,27,77000,0,0
3,8,25,1,24,77000,0,0
2,5,31,1,35,77000,2,0
1,1,7,1,4,77000,2,2
5,8,18,4,10,77000,2,0
1,1,14,1,36,77000,2,0
2,3,0,4,9,77000,2,0
3,3,18,1,22,77000,1,0
2,2,18,1,37,77000,1,0
3,7,17,1,29,77000,1,0
5,3,18,2,24,77000,2,0
2,2,2,1,19,77000,1,2
2,5,1,1,1,77000,2,0
2,3,28,1,13,77000,0,0
2,3,17,1,38,77000,2,0
1,1,0,1,36,77000,2,0
3,11,18,4,12,77000,0,0
1,2,5,1,3,77000,0,2
2,1,36,1,0,77000,0,0
2,4,29,1,15,77000,0,0
1,1,7,1,4,77000,2,0
4,15,21,6,26,77000,0,0
1,3,14,1,24,77000,0,0
1,4,9,1,19,77000,2,2
2,5,32,1,31,77000,2,2
2,3,1,1,15,77000,2,0
3,15,15,4,26,77000,2,0
0,1,0,4,24,77000,0,0
2,4,25,1,24,77000,2,0
2,2,18,4,24,77000,1,0
1,4,29,1,14,77000,0,0
1,2,18,1,10,77000,2,0
2,2,32,4,4,77000,2,0
1,2,7,1,5,77000,2,0
1,1,7,1,0,77000,0,2
2,5,22,1,15,77000,1,0
1,1,11,1,5,77000,0,2
1,2,36,1,24,77000,2,0
3,8,0,1,6,77000,2,0
3,6,16,4,39,77000,2,0
2,1,11,1,11,77000,2,2
4,8,25,1,3,77000,0,0
2,3,20,1,26,77000,2,0
1,3,17,1,41,77000,2,0
1,1,3,1,11,77000,2,0
1,2,24,1,8,77000,2,2
2,2,18,4,24,77000,1,0
2,2,36,1,15,77000,2,2
1,1,7,1,9,77000,2,2
1,2,7,1,4,77000,2,0
4,10,5,4,22,77000,1,2
2,3,36,1,1,77000,2,2
5,8,18,4,5,77000,2,0
4,3,18,4,41,77000,1,0
4,11,18,4,13,77000,2,0
2,6,26,1,24,77000,2,2
4,4,18,1,2,76960,0,2
2,5,36,1,41,76900,2,0
2,3,10,4,2,76900,1,0
2,3,0,4,6,76900,2,0
1,1,11,1,17,76830,1,0
2,2,0,4,13,76800,0,0
3,5,15,6,24,76800,1,1
2,6,17,3,10,76780,1,2
2,5,9,4,25,76600,2,0
2,2,7,4,21,76504,0,0
4,11,36,1,1,76500,2,0
1,2,14,1,26,76500,2,0
1,1,36,1,9,76500,2,2
2,3,18,2,3,76500,1,0
1,1,9,1,41,76500,0,2
1,1,36,1,1,76500,2,2
1,4,4,4,4,76500,2,0
1,1,7,1,24,76500,2,0
3,3,33,4,21,76500,2,0
2,4,27,1,22,76500,2,2
4,11,34,4,37,76500,0,0
2,4,11,1,11,76482,0,0
3,4,34,4,36,76450,1,0
1,1,0,4,5,76300,2,0
3,9,10,4,3,76250,1,0
1,3,11,1,0,76125,1,0
2,2,14,4,9,76100,2,0
1,3,17,4,25,76014,0,2
5,13,10,4,40,76000,1,0
1,4,36,1,19,76000,2,0
1,3,14,1,38,76000,2,0
2,4,32,1,26,76000,0,0
2,1,18,0,38,76000,1,0
3,9,36,1,29,76000,2,0
1,1,36,1,36,76000,2,0
1,3,29,1,22,76000,2,0
1,3,36,1,30,76000,2,0
1,1,3,1,11,76000,0,0
4,8,18,6,20,76000,2,0
4,15,18,1,26,76000,2,0
2,4,21,1,7,76000,2,0
1,2,9,1,25,76000,2,0
1,1,36,1,24,76000,2,0
1,2,21,1,3,76000,2,2
2,5,14,1,25,76000,1,2
2,5,36,1,40,76000,2,0
1,2,14,1,24,76000,2,0
1,2,14,1,0,76000,0,0
2,5,25,1,19,76000,2,0
2,3,18,1,20,76000,1,2
1,1,18,4,24,76000,2,0
2,4,33,1,9,76000,2,2
4,7,17,1,29,76000,0,0
2,6,25,1,24,76000,1,0
2,4,36,4,8,76000,2,2
2,5,22,1,15,76000,1,0
2,5,32,1,13,76000,1,0
4,10,18,4,29,76000,0,0
1,2,7,1,13,76000,2,0
1,2,36,1,27,76000,2,2
1,2,24,1,20,76000,1,2
2,2,18,4,14,76000,1,0
3,8,33,1,5,76000,2,0
1,2,2,1,38,76000,2,0
1,1,0,1,24,76000,2,0
2,5,29,1,35,76000,0,0
2,8,17,4,1,76000,0,0
2,9,25,1,26,76000,2,0
1,1,36,1,24,76000,2,2
1,1,14,4,5,76000,2,0
3,4,22,2,5,76000,0,0
2,1,22,2,4,76000,1,0
3,6,36,1,36,76000,2,0
2,4,14,1,19,76000,2,2
2,2,18,2,22,76000,1,0
1,1,21,1,12,76000,0,0
2,5,18,4,5,76000,0,0
1,2,26,1,24,76000,2,0
4,13,10,4,41,76000,1,0
3,7,18,1,34,76000,1,0
1,1,9,1,3,76000,0,2
3,5,10,4,24,76000,1,0
1,2,7,4,0,76000,2,0
1,2,29,1,24,76000,2,0
3,6,25,1,26,76000,2,0
2,6,32,1,22,76000,2,0
1,1,9,1,41,76000,0,0
0,4,11,1,7,76000,1,0
3,7,28,1,13,76000,0,0
3,8,18,1,25,76000,2,0
3,6,4,6,27,76000,1,0
1,1,5,1,3,76000,1,0
2,6,14,1,3,76000,2,0
2,7,10,1,24,76000,0,0
2,6,8,1,6,76000,0,2
1,3,32,1,24,76000,0,0
1,1,4,1,30,76000,0,0
6,10,7,6,24,76000,1,0
4,10,27,4,10,76000,0,0
1,3,32,1,3,76000,0,0
1,1,36,1,30,76000,0,0
1,1,29,1,30,76000,2,0
2,4,36,1,38,76000,2,0
1,2,11,1,3,76000,2,0
2,5,7,4,24,76000,2,2
1,3,32,1,22,76000,2,0
2,2,29,4,24,76000,1,0
0,1,11,1,38,76000,2,2
2,4,11,1,24,76000,2,0
2,1,36,1,35,76000,1,2
3,9,18,1,38,75909,0,0
2,4,12,4,19,75900,2,0
1,1,36,1,22,75880,2,0
2,3,9,4,41,75879,2,0
1,3,18,6,25,75799,0,0
1,1,7,1,5,75790,2,0
2,3,36,1,30,75705,2,0
2,3,37,1,0,75664,2,2
1,3,1,1,41,75600,2,0
2,7,14,1,21,75600,2,0
2,4,36,1,41,75600,2,0
1,2,9,1,19,75600,2,0
0,1,36,1,1,75500,2,0
1,3,7,1,41,75500,2,0
1,1,0,4,3,75500,2,2
1,1,14,1,19,75500,0,0
1,2,21,1,3,75500,0,0
2,1,14,1,35,75500,2,0
2,7,25,1,0,75500,2,0
1,3,36,1,30,75500,2,0
1,3,8,1,23,75500,1,0
3,4,18,4,22,75400,2,0
3,7,22,0,38,75250,0,0
2,5,18,1,13,75150,0,0
3,10,18,1,5,75109,2,2
2,4,18,1,10,75105,2,2
1,3,0,4,7,75100,0,0
1,2,0,4,5,75075,2,0
1,1,33,1,41,75004,0,0
3,8,16,1,24,75000,2,0
2,1,36,1,10,75000,2,0
2,3,36,1,15,75000,2,0
1,1,36,1,21,75000,2,0
1,3,14,1,26,75000,0,0
3,4,18,4,10,75000,2,0
1,10,29,4,24,75000,2,0
2,3,36,0,25,75000,2,0
3,7,21,6,13,75000,2,0
2,8,25,1,35,75000,2,0
2,2,22,2,24,75000,0,0
2,1,18,1,26,75000,0,0
3,5,19,1,5,75000,1,0
1,2,7,1,21,75000,2,0
1,2,20,1,24,75000,1,0
2,4,14,4,24,75000,2,0
0,1,36,1,5,75000,2,0
2,5,21,1,4,75000,0,0
5,8,25,1,40,75000,2,0
3,9,36,1,6,75000,2,0
2,3,25,6,19,75000,2,0
1,2,22,1,24,75000,0,0
1,2,18,4,19,75000,1,0
2,4,5,1,35,75000,1,0
1,3,14,1,24,75000,0,0
4,8,21,1,5,75000,1,0
2,3,14,4,41,75000,2,0
2,5,25,1,24,75000,0,0
1,2,12,1,19,75000,1,0
2,3,35,1,24,75000,0,0
4,10,32,1,27,75000,1,0
1,1,14,1,19,75000,2,0
3,6,18,5,32,75000,2,0
6,3,23,6,0,75000,0,0
1,3,22,1,19,75000,0,0
2,4,36,1,24,75000,2,0
4,3,33,6,19,75000,1,0
2,7,20,1,38,75000,2,0
2,4,36,6,38,75000,2,0
1,3,7,1,0,75000,2,0
2,1,22,2,40,75000,0,0
1,3,15,1,24,75000,1,0
3,1,36,0,30,75000,2,0
1,1,0,4,22,75000,2,0
1,1,20,4,5,75000,2,0
2,8,36,1,3,75000,2,0
1,3,23,1,0,75000,2,0
1,1,15,1,24,75000,2,0
1,1,4,1,4,75000,0,0
1,3,10,1,21,75000,0,0
1,1,25,4,24,75000,2,0
2,4,14,1,5,75000,2,0
1,4,12,1,24,75000,0,0
1,3,21,1,31,75000,0,0
1,4,1,1,5,75000,0,0
1,1,36,1,3,75000,0,0
2,7,14,1,10,75000,1,0
1,3,26,1,24,75000,2,0
1,3,25,1,24,75000,0,0
3,1,18,1,5,75000,0,0
1,1,36,1,29,75000,2,0
1,1,18,1,24,75000,2,0
2,6,5,1,3,75000,2,0
2,4,14,4,9,75000,0,0
1,4,25,1,9,75000,0,0
1,3,21,1,7,75000,2,0
1,2,14,1,5,75000,0,0
1,1,7,1,11,75000,2,0
2,4,27,1,11,75000,2,0
1,1,18,4,23,75000,2,0
0,1,0,1,36,75000,0,0
2,2,36,1,9,75000,2,0
2,3,26,1,24,75000,1,0
1,1,36,1,0,75000,0,0
1,2,1,1,19,75000,2,0
1,3,36,1,15,75000,2,0
1,1,15,1,5,75000,2,0
2,5,10,1,19,75000,1,0
1,1,7,4,8,75000,2,0
1,1,7,1,23,75000,2,0
0,1,7,1,24,75000,2,0
2,3,7,4,24,75000,0,0
2,7,36,1,19,75000,1,0
2,5,24,4,5,75000,2,0
1,3,36,1,30,75000,2,0
1,3,36,1,19,75000,2,0
4,17,18,1,28,75000,2,0
1,1,6,1,24,75000,1,0
3,7,21,6,19,75000,2,2
1,1,36,1,24,75000,2,2
1,2,31,1,19,75000,2,2
2,4,31,1,35,75000,0,2
1,2,14,1,27,75000,2,2
0,1,7,1,19,75000,2,2
2,5,25,1,9,75000,2,2
1,2,17,1,41,75000,2,2
2,4,33,4,34,75000,2,2
2,5,20,1,4,75000,2,2
3,10,36,1,0,75000,2,2
1,1,10,1,37,75000,0,2
1,3,15,1,40,75000,2,2
1,2,15,1,24,75000,2,1
1,1,14,1,24,75000,0,1
2,4,18,4,19,75000,2,0
3,5,10,4,36,75000,0,0
1,4,14,3,24,75000,2,2
2,3,10,4,24,75000,1,0
2,6,1,4,23,75000,2,0
1,2,12,1,5,75000,2,0
3,13,36,6,41,75000,2,0
2,3,23,1,5,75000,2,0
1,2,36,1,17,75000,2,0
1,2,14,1,41,75000,2,2
2,4,36,1,1,75000,2,0
1,3,14,1,26,75000,0,0
4,10,21,1,24,75000,0,0
1,1,14,4,38,75000,0,2
1,1,11,1,30,75000,2,0
1,2,17,1,41,75000,0,0
1,1,18,1,10,75000,2,0
3,8,21,1,3,75000,0,0
2,5,33,3,33,75000,2,2
2,4,18,4,22,75000,2,0
1,1,7,1,19,75000,0,2
2,1,36,0,23,75000,2,0
1,2,0,4,0,75000,2,0
1,3,32,1,22,75000,2,0
2,6,36,4,27,75000,2,0
1,2,12,1,19,75000,1,0
3,8,17,1,19,75000,2,0
1,2,2,1,24,75000,2,0
2,3,36,1,19,75000,2,0
2,5,21,1,26,75000,0,0
1,3,1,1,5,75000,2,0
1,1,25,4,24,75000,2,0
1,1,36,1,36,75000,2,0
2,10,18,1,11,75000,2,2
3,3,0,1,5,75000,2,0
3,7,16,1,24,75000,0,0
2,6,1,1,24,75000,2,0
1,1,32,4,3,75000,0,2
1,3,14,1,24,75000,1,0
2,5,32,1,3,75000,2,0
1,1,0,1,0,75000,2,0
1,1,36,1,0,75000,2,0
3,5,21,6,41,75000,2,0
2,3,25,1,19,75000,2,0
4,5,36,1,5,75000,2,0
0,1,36,1,24,75000,2,0
2,4,10,1,19,75000,2,0
1,1,7,4,3,75000,2,0
1,3,1,1,3,75000,2,0
1,2,33,1,24,75000,2,2
1,1,37,1,38,75000,0,0
1,2,18,1,24,75000,0,0
2,4,22,1,21,75000,2,0
1,1,18,1,14,75000,2,0
1,2,14,1,24,75000,0,0
1,2,25,1,33,75000,2,0
1,3,1,1,24,75000,2,0
1,1,36,4,24,75000,1,0
2,3,25,1,36,75000,2,0
2,3,18,7,24,75000,1,0
3,7,28,1,10,75000,0,0
1,3,5,1,38,75000,2,0
0,3,11,1,35,75000,1,0
1,2,33,4,1,75000,2,0
2,3,36,1,23,75000,2,0
3,7,27,4,26,75000,2,0
1,3,26,1,24,75000,2,0
2,6,18,4,3,75000,2,2
1,2,25,1,24,75000,2,0
1,3,21,1,5,75000,0,0
1,1,4,1,24,75000,2,0
1,2,11,1,10,75000,1,0
1,2,1,1,19,75000,2,0
2,5,26,1,24,75000,2,0
2,8,19,1,3,75000,1,0
1,3,1,1,24,75000,2,0
1,3,19,1,25,75000,2,2
4,7,18,4,11,75000,2,0
1,3,4,1,8,75000,0,0
1,1,37,1,4,75000,2,2
2,6,10,4,24,75000,1,0
4,9,10,4,9,75000,0,0
1,1,14,4,24,75000,0,2
1,1,7,1,41,75000,2,0
1,3,7,1,4,75000,2,0
2,6,25,1,24,75000,2,0
1,4,14,1,6,75000,0,2
1,1,4,1,24,75000,1,0
1,1,36,1,24,75000,2,0
1,4,32,1,8,75000,0,0
1,1,21,1,5,75000,2,0
4,5,7,2,41,75000,1,0
1,3,14,1,24,75000,2,0
2,6,25,6,11,75000,2,0
1,1,18,4,26,75000,1,0
2,6,31,6,40,75000,2,0
1,1,3,1,11,75000,2,0
0,1,7,1,5,75000,2,0
2,6,1,1,33,75000,2,0
1,1,25,1,24,75000,0,2
2,4,34,4,24,75000,0,0
1,4,30,1,41,75000,0,0
1,2,6,1,37,75000,2,0
2,5,32,4,0,75000,2,0
2,6,4,6,22,75000,2,0
3,10,20,1,24,75000,2,0
1,1,16,1,24,75000,2,0
2,5,36,1,38,75000,2,0
1,2,36,6,5,75000,2,0
1,3,36,1,24,75000,2,2
1,3,20,1,5,75000,0,0
1,5,32,6,29,75000,1,0
2,5,26,1,24,75000,2,0
3,5,33,4,24,75000,1,2
1,1,22,2,3,75000,0,0
4,13,36,4,5,75000,2,0
2,4,22,1,3,75000,2,2
1,1,8,1,15,75000,0,2
2,5,20,1,23,75000,2,0
2,4,18,1,0,75000,0,0
2,5,14,1,24,75000,0,2
2,5,23,1,21,75000,2,0
1,4,19,0,13,75000,0,2
1,1,14,1,24,75000,2,2
1,1,14,1,4,75000,1,0
1,2,14,1,40,75000,1,2
2,3,4,1,26,75000,2,0
3,7,32,1,8,75000,1,2
2,3,36,1,1,75000,2,0
4,10,18,4,5,75000,2,0
1,3,4,1,24,75000,2,0
1,3,14,1,24,75000,0,0
1,1,22,1,24,75000,1,0
3,6,12,1,19,75000,0,0
2,4,36,1,29,75000,1,0
1,2,14,1,19,75000,0,0
7,16,4,0,8,75000,1,0
1,1,7,1,9,75000,2,0
2,4,25,1,3,75000,2,2
1,1,18,1,3,75000,2,0
1,2,27,1,38,75000,1,0
1,1,7,1,5,75000,2,0
4,12,21,6,13,75000,1,0
2,4,31,1,4,75000,1,0
0,1,23,1,22,75000,2,0
1,2,25,1,36,75000,2,2
1,2,27,1,19,75000,0,0
1,1,36,1,24,75000,2,0
1,3,25,1,5,75000,2,0
2,3,18,1,39,75000,1,2
3,5,32,1,19,75000,1,0
1,2,0,4,19,75000,2,0
4,8,18,4,22,75000,2,0
2,6,7,4,41,75000,2,0
3,2,18,0,13,75000,0,0
2,3,36,1,24,75000,2,2
2,2,10,4,19,75000,1,0
2,3,36,1,35,75000,0,2
2,2,14,1,10,75000,1,0
2,3,20,1,38,75000,1,0
4,1,36,1,27,75000,0,0
1,2,36,1,36,75000,2,2
1,2,19,1,3,75000,0,0
1,1,37,1,38,75000,1,2
1,4,12,1,19,75000,0,0
1,1,33,1,1,75000,2,0
5,5,36,1,36,75000,2,0
2,2,36,1,13,75000,0,0
3,9,21,1,35,75000,1,0
2,4,26,1,19,75000,2,2
2,4,2,1,3,75000,2,0
2,10,32,1,19,75000,1,0
2,2,22,2,35,75000,2,0
2,7,19,7,1,75000,1,0
2,5,2,1,38,75000,2,0
2,6,17,4,9,75000,2,0
0,3,3,6,35,75000,1,2
1,1,18,1,38,75000,0,0
2,5,18,1,35,75000,2,0
4,16,36,6,38,75000,0,2
1,1,36,1,5,75000,2,0
2,5,26,1,19,75000,2,2
0,2,16,1,40,75000,1,0
2,4,12,1,19,75000,2,2
0,1,7,1,24,75000,2,2
1,2,18,1,20,75000,0,0
1,2,14,1,27,75000,0,0
3,10,18,1,22,75000,0,0
2,7,12,1,24,75000,2,0
2,4,18,6,41,75000,1,0
1,3,0,1,11,75000,0,0
1,3,11,1,24,75000,1,2
2,7,3,1,24,75000,2,0
3,8,25,1,40,75000,0,0
1,1,36,1,22,75000,0,0
2,3,13,1,24,75000,0,0
1,2,14,1,41,75000,2,2
1,1,3,1,11,75000,2,0
1,2,3,1,11,75000,2,2
2,1,22,2,24,75000,2,0
1,1,4,1,0,75000,1,2
1,6,4,1,34,75000,1,0
1,1,9,1,3,75000,2,2
1,4,33,1,6,75000,0,0
1,2,36,1,21,75000,2,2
1,3,14,1,7,75000,0,0
2,5,4,1,5,75000,0,2
1,3,30,1,3,75000,2,0
2,6,17,1,7,75000,2,0
1,4,13,1,19,75000,2,0
1,1,27,0,6,75000,0,2
2,8,4,3,13,75000,1,2
1,3,1,1,24,75000,2,0
1,2,36,6,21,75000,2,0
1,2,15,1,27,75000,0,2
1,1,3,1,11,75000,2,0
3,6,32,1,24,75000,2,0
1,3,21,1,5,75000,0,0
1,6,1,6,11,75000,2,0
2,5,14,1,19,75000,2,0
0,2,25,1,38,75000,2,0
1,1,24,1,8,75000,0,2
2,5,31,1,24,75000,0,0
3,5,9,6,41,75000,0,0
2,4,12,1,19,75000,0,2
2,5,18,1,5,75000,2,0
1,2,0,1,24,75000,2,0
2,1,14,1,22,75000,2,2
2,5,18,1,12,75000,0,0
1,3,2,1,41,75000,1,0
2,5,14,1,40,75000,1,0
1,1,15,1,21,75000,2,0
1,1,32,4,8,75000,0,2
1,3,5,1,35,75000,0,0
1,1,7,1,5,75000,0,2
1,1,29,1,3,75000,2,0
2,5,18,4,27,75000,0,0
1,5,32,1,29,75000,0,0
3,3,11,1,0,75000,0,2
2,8,32,6,10,75000,1,0
1,3,7,1,9,75000,2,0
1,2,36,6,5,75000,2,2
1,3,26,1,24,75000,0,0
3,4,18,3,30,75000,1,0
2,3,32,4,8,75000,0,0
1,3,30,1,24,75000,2,0
1,3,25,1,36,75000,0,0
4,10,19,1,28,75000,1,0
5,13,24,1,5,75000,2,2
2,3,36,1,5,75000,0,0
1,3,36,1,4,75000,2,0
1,1,14,1,41,75000,2,2
2,5,18,4,24,75000,0,0
3,4,18,4,24,75000,1,0
1,3,35,1,3,75000,0,0
3,2,22,0,4,75000,1,2
1,1,14,1,3,75000,2,0
1,1,7,1,13,75000,0,0
3,1,36,1,5,75000,2,0
1,2,1,1,24,75000,2,0
1,5,22,4,24,75000,1,0
2,8,33,1,4,75000,2,0
1,2,14,1,9,75000,2,2
1,2,7,1,41,75000,2,0
3,8,34,1,29,75000,0,0
3,8,25,1,19,75000,1,2
1,1,7,4,41,75000,2,0
3,5,28,1,33,75000,0,2
1,3,20,1,29,75000,0,0
3,8,36,1,10,75000,0,0
3,7,15,4,19,75000,2,1
1,3,4,1,15,75000,2,2
1,4,3,1,23,75000,2,0
2,4,5,1,3,75000,1,0
3,9,18,4,24,75000,0,0
1,2,18,0,13,75000,0,0
2,5,36,1,22,75000,0,0
2,4,36,1,13,75000,2,0
1,1,9,1,25,75000,0,0
1,1,9,1,3,75000,1,0
1,3,36,1,35,75000,2,0
2,4,1,1,24,75000,2,0
1,1,7,1,24,75000,2,0
2,6,36,1,1,75000,2,0
2,4,35,1,22,75000,2,0
1,3,36,1,3,75000,2,0
0,2,22,3,11,75000,2,2
0,1,36,1,3,75000,2,2
2,6,25,1,19,75000,2,0
3,3,11,1,41,75000,0,0
2,5,36,1,36,75000,2,2
2,6,1,1,2,75000,0,0
1,2,14,1,24,75000,2,0
2,4,33,1,24,75000,2,0
1,1,24,1,11,75000,1,2
1,3,25,1,24,75000,2,0
1,1,31,1,24,75000,2,2
5,12,24,1,5,75000,1,2
1,2,7,1,5,75000,2,2
1,3,18,1,3,75000,0,0
3,6,1,1,5,75000,0,2
1,2,24,1,23,75000,2,2
2,1,36,1,4,75000,0,2
3,10,3,1,11,75000,2,2
3,7,34,4,11,75000,1,0
2,2,36,1,41,75000,2,2
2,3,33,1,23,75000,0,0
2,6,19,1,23,75000,1,0
1,4,18,1,3,75000,2,1
1,1,36,1,24,75000,2,0
2,4,25,1,0,75000,0,0
4,10,36,1,38,75000,2,0
2,5,1,1,24,75000,2,2
3,10,32,1,10,75000,1,0
2,4,32,1,24,75000,0,0
1,2,4,1,25,75000,0,0
1,3,18,1,8,75000,0,0
1,2,7,1,0,75000,0,0
2,3,0,4,41,75000,2,0
2,4,18,1,23,75000,0,0
1,1,33,1,19,75000,2,2
3,4,2,1,12,75000,2,0
1,3,36,1,10,75000,2,0
2,3,14,1,23,75000,0,0
2,4,25,1,38,75000,2,0
2,8,18,4,5,75000,0,0
2,3,25,1,24,75000,2,2
2,3,20,1,38,75000,0,2
1,2,14,1,24,75000,1,2
1,3,18,1,25,75000,2,2
2,7,12,1,24,75000,0,0
4,10,13,1,24,75000,1,2
2,5,14,1,35,75000,2,2
5,1,21,1,30,75000,2,0
1,4,10,1,41,75000,0,0
2,5,18,4,19,75000,1,0
2,3,29,1,19,75000,0,0
1,1,14,1,24,75000,0,2
1,2,14,1,7,75000,2,2
2,3,18,1,24,75000,2,0
2,5,36,1,8,75000,2,0
0,1,3,1,11,75000,2,2
3,5,26,1,24,75000,0,2
1,1,7,4,9,75000,2,0
2,5,25,1,35,75000,2,0
2,3,26,4,19,75000,0,0
4,6,10,4,24,75000,0,0
1,3,18,1,21,75000,2,0
0,1,7,1,4,75000,2,0
3,5,10,1,36,75000,2,0
1,3,25,1,27,75000,2,0
3,3,14,4,9,75000,0,2
2,3,36,1,37,75000,2,0
2,3,4,4,9,75000,0,0
2,3,22,1,38,75000,0,0
2,2,18,4,24,75000,1,0
2,5,14,1,24,75000,2,2
1,2,0,1,36,75000,0,0
1,1,2,1,4,75000,0,0
2,3,36,1,1,75000,2,0
2,5,8,1,3,75000,0,0
2,5,26,1,24,75000,0,0
2,6,18,1,9,75000,0,0
0,1,16,6,24,75000,2,0
0,1,27,1,22,75000,0,0
1,4,14,6,39,75000,0,0
0,1,7,1,35,75000,2,2
1,3,36,1,19,75000,0,0
2,2,8,1,19,75000,0,0
2,7,18,6,34,75000,2,0
1,1,29,1,24,75000,2,2
1,1,14,1,24,75000,2,2
1,2,31,1,24,75000,2,2
2,4,26,4,24,75000,0,0
1,2,7,1,5,75000,2,2
2,2,16,1,26,75000,0,2
1,4,20,4,24,75000,2,0
1,1,14,1,9,75000,1,2
0,1,21,1,22,75000,1,2
1,2,1,1,19,75000,2,0
1,2,7,1,41,75000,2,0
2,5,21,1,26,75000,0,0
2,4,36,1,26,75000,2,2
0,1,14,1,24,75000,2,2
1,2,0,4,41,75000,2,2
1,4,1,4,21,75000,2,0
2,4,7,1,25,75000,2,0
2,4,14,1,24,75000,2,0
1,2,15,1,5,75000,2,0
3,10,36,1,24,75000,2,0
1,2,9,1,19,75000,0,0
2,4,28,1,13,75000,0,0
1,1,6,4,41,75000,1,0
2,3,6,7,3,75000,1,2
3,5,26,1,24,75000,2,2
1,3,36,1,24,75000,0,2
1,2,0,1,3,75000,2,0
2,5,12,4,19,75000,0,0
2,6,27,0,19,75000,2,2
4,7,16,1,31,75000,1,2
1,1,7,1,24,75000,2,0
1,3,3,1,19,75000,1,1
5,6,32,3,24,75000,2,0
1,8,18,1,37,74999,2,2
2,4,18,4,5,74999,0,0
4,12,18,1,10,74984,0,0
3,9,10,4,35,74926,1,0
1,2,18,1,10,74880,0,0
2,1,36,2,36,74880,2,2
1,3,11,4,26,74880,0,0
5,1,18,4,9,74880,1,0
3,5,6,1,35,74880,1,2
2,5,18,4,5,74880,0,0
4,10,0,1,5,74800,2,0
1,2,0,4,4,74800,0,0
2,6,15,1,6,74700,2,0
1,2,14,1,24,74675,0,0
1,2,3,1,11,74600,0,0
1,1,0,4,24,74600,2,0
1,2,5,1,35,74600,0,0
1,1,4,1,19,74600,0,0
1,2,0,4,24,74600,2,2
2,5,18,4,26,74530,1,0
1,1,15,1,9,74525,2,0
1,1,18,1,13,74500,0,0
2,3,33,4,10,74500,2,0
3,7,31,1,41,74500,2,0
0,1,4,1,22,74500,2,2
1,1,15,1,9,74500,2,2
1,2,21,1,24,74500,0,2
1,3,25,1,24,74500,0,0
2,4,21,1,28,74500,2,0
1,2,0,4,19,74500,2,0
2,3,36,0,38,74500,2,0
2,4,21,1,26,74500,0,0
3,5,21,1,27,74500,0,0
1,2,18,1,22,74500,2,0
2,3,10,1,24,74500,1,0
1,2,18,1,28,74410,0,0
2,8,14,1,24,74400,0,0
2,4,21,1,32,74300,0,0
4,5,21,1,32,74300,0,0
3,5,36,1,19,74200,2,0
1,1,7,1,24,74200,2,0
1,1,0,1,24,74150,0,0
3,5,25,1,11,74000,2,0
0,1,14,1,24,74000,2,0
2,4,30,1,24,74000,2,0
1,1,14,1,24,74000,2,0
1,2,14,1,38,74000,2,0
3,7,22,2,8,74000,0,0
4,12,18,6,24,74000,1,0
3,7,18,4,2,74000,2,0
1,2,7,1,36,74000,2,0
2,2,14,1,9,74000,0,0
1,1,18,1,36,74000,1,0
2,7,25,1,26,74000,2,0
1,1,0,1,24,74000,0,0
2,7,18,1,22,74000,0,0
1,1,7,1,41,74000,2,2
3,2,0,4,19,74000,2,2
2,5,14,1,2,74000,2,2
3,7,18,1,3,74000,0,0
1,1,14,1,9,74000,2,2
3,9,10,4,24,74000,0,0
3,2,10,2,41,74000,1,0
5,11,14,1,26,74000,0,0
0,1,7,1,24,74000,2,0
1,1,7,1,19,74000,2,0
1,2,7,1,41,74000,2,0
3,1,20,1,19,74000,2,0
4,3,22,4,5,74000,1,0
0,2,14,1,13,74000,2,0
1,2,0,1,28,74000,2,2
1,3,11,1,24,74000,1,2
1,7,3,4,19,74000,2,0
2,6,21,6,9,74000,2,0
2,4,18,1,24,74000,0,0
1,5,10,1,24,74000,1,2
1,1,36,1,22,74000,0,2
1,1,4,1,35,74000,0,0
3,5,4,1,14,74000,2,0
1,3,9,1,26,74000,2,0
1,4,22,2,41,74000,0,0
1,4,17,1,24,74000,0,0
1,3,14,1,26,74000,0,0
2,5,18,4,10,74000,0,2
0,1,0,4,24,74000,2,0
4,15,31,1,13,74000,1,0
2,10,32,0,27,74000,1,0
1,1,11,1,37,74000,1,0
1,1,0,1,26,74000,2,0
1,3,36,1,1,74000,0,0
1,3,18,1,23,74000,2,2
3,15,27,6,27,74000,1,2
1,1,14,1,24,74000,0,2
1,2,32,1,8,74000,0,2
1,1,7,1,5,74000,2,2
2,5,18,1,1,74000,1,0
1,2,36,6,19,74000,0,2
2,3,3,1,8,74000,0,2
2,4,11,1,30,74000,2,0
1,1,9,1,27,74000,0,0
2,4,18,1,26,74000,0,0
1,1,36,1,8,74000,2,2
1,1,18,1,22,74000,2,0
3,6,18,4,26,74000,1,0
1,1,2,1,21,74000,0,2
1,2,27,1,24,74000,0,0
3,5,11,4,41,74000,2,0
1,2,18,1,20,74000,1,0
2,4,24,1,0,74000,0,0
1,1,0,1,9,74000,2,0
0,2,11,6,19,74000,1,2
1,1,21,1,20,74000,2,0
1,2,24,1,28,74000,1,0
1,2,0,4,4,74000,2,0
1,1,7,4,1,74000,2,0
1,1,25,1,24,74000,0,0
1,3,14,4,3,74000,0,0
3,1,36,1,36,74000,2,1
3,7,36,0,26,74000,1,0
7,3,18,0,0,74000,0,0
