AgeRange,YearsExperience,Industry,Education,Location,Salary,Modality,Gender
30-33,3,Human Resources,Bachelor's Degree,"New York, NY",83000,Remote,Female
22-25,3,Retail,Bachelor's Degree,"Boston, MA",83000,Hybrid,Female
26-29,3,Healthcare,Doctorate Degree,"Austin, TX",83000,Onsite,Female
22-25,1,Consulting,Bachelor's Degree,"Houston, TX",83000,Remote,Female
34-37,14,Government,Bachelor's Degree,"Sacramento, CA",83000,Hybrid,Female
22-25,1,Medical,Bachelor's Degree,"Boston, MA",83000,Hybrid,Male
26-29,3,Healthcare,Associate's Degree,"New York, NY",83000,Onsite,Female
22-25,3,Healthcare,Bachelor's Degree,"Dallas, TX",83000,Hybrid,Female
30-33,10,Government,Master's Degree,"Seattle, WA",83000,Hybrid,Male
22-25,1,Tech,Bachelor's Degree,"Dallas, TX",83000,Remote,Male
26-29,4,Manufacturing,Bachelor's Degree,"Houston, TX",83000,Remote,Male
22-25,3,Healthcare,Bachelor's Degree,"Houston, TX",83000,Hybrid,Female
30-33,1,Finance,Bachelor's Degree,"New York, NY",83000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"Detroit, MI",83000,Remote,Male
22-25,1,Banking,Bachelor's Degree,"Washington, DC",83000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Boston, MA",83000,Hybrid,Female
22-25,1,Tech,Bachelor's Degree,"Detroit, MI",83000,Remote,Female
22-25,3,Insurance,Master's Degree,"Charlotte, NC",83000,Remote,LGBTQ+
22-25,1,Tech,Bachelor's Degree,"Boston, MA",83000,Hybrid,Female
22-25,1,Insurance,Bachelor's Degree,"New York, NY",83000,Remote,Male
22-25,3,Finance,Bachelor's Degree,"New York, NY",83000,Hybrid,Male
22-25,1,Telecommunications,Bachelor's Degree,"Los Angeles, CA",83000,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Washington, DC",83000,Remote,Female
26-29,3,Biotech,Bachelor's Degree,"Washington, DC",83000,Onsite,Female
42-45,18,Healthcare,High School/GED,"Indianapolis, IN",83000,Onsite,Male
38-41,16,Healthcare,Bachelor's Degree,"Seattle, WA",83000,Onsite,Female
22-25,3,Consumer Goods,Bachelor's Degree,"New York, NY",83000,Hybrid,Female
22-25,1,Finance,Bachelor's Degree,"New York, NY",83000,Hybrid,Female
34-37,12,Banking,Some College,"Las Vegas, NV",83000,Onsite,Male
26-29,6,Healthcare,Bachelor's Degree,"Seattle, WA",83000,Hybrid,Female
38-41,1,Media,High School/GED,"Chicago, IL",83000,Remote,Female
18-21,1,Consulting,Bachelor's Degree,"New York, NY",83000,Hybrid,Male
34-37,13,Marketing,Bachelor's Degree,"Tampa, FL",83000,Onsite,Male
22-25,2,Marketing,Bachelor's Degree,"New York, NY",83000,Remote,Male
26-29,3,Aerospace,Bachelor's Degree,"Seattle, WA",83000,Remote,Female
22-25,4,Finance,Bachelor's Degree,"New York, NY",82900,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Washington, DC",82900,Remote,Female
26-29,3,Entertainment,Bachelor's Degree,"Los Angeles, CA",82900,Remote,Female
34-37,12,Education,Master's Degree,"Washington, DC",82856,Onsite,Female
22-25,1,Tech,Bachelor's Degree,"New York, NY",82850,Remote,Male
22-25,2,Advertising,Bachelor's Degree,"New York, NY",82750,Remote,Female
22-25,1,Manufacturing,Bachelor's Degree,"Philadelphia, PA",82650,Onsite,Female
34-37,11,Finance,Master's Degree,"Dallas, TX",82641,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Denver, CO",82509,Remote,Female
26-29,5,Advertising,Bachelor's Degree,"New York, NY",82500,Hybrid,Female
18-21,1,Tech,Bachelor's Degree,"Dallas, TX",82500,Remote,Male
30-33,6,Finance,Bachelor's Degree,"Atlanta, GA",82500,Remote,LGBTQ+
22-25,2,Tech,Bachelor's Degree,"New York, NY",82500,Remote,Male
22-25,3,Advertising,None,"Chicago, IL",82500,Remote,Male
26-29,3,Accounting,Master's Degree,"Chicago, IL",82500,Hybrid,Female
22-25,2,Manufacturing,Bachelor's Degree,"Los Angeles, CA",82500,Remote,Female
26-29,4,Human Resources,Bachelor's Degree,"Portland, OR",82500,Hybrid,Female
26-29,3,Insurance,Bachelor's Degree,"Dallas, TX",82500,Hybrid,Female
22-25,2,Automotive,Bachelor's Degree,"Chicago, IL",82500,Onsite,Male
22-25,1,Tech,Bachelor's Degree,"Dallas, TX",82500,Remote,Female
22-25,2,Consulting,Bachelor's Degree,"Pittsburgh, PA",82500,Remote,Female
22-25,3,Medical,Bachelor's Degree,"Minneapolis, MN",82500,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Columbus, OH",82500,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Charlotte, NC",82500,Remote,Female
30-33,3,Marketing,Some College,"Los Angeles, CA",82500,Hybrid,Female
22-25,1,Pharmacy,Bachelor's Degree,"Boston, MA",82500,Hybrid,Male
22-25,3,Marketing,Bachelor's Degree,"New York, NY",82500,Remote,Female
22-25,1,Finance,Bachelor's Degree,"Miami, FL",82500,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Philadelphia, PA",82500,Remote,Female
26-29,4,Accounting,Bachelor's Degree,"Philadelphia, PA",82500,Hybrid,Female
26-29,2,Healthcare,Doctorate Degree,"Washington, DC",82500,Onsite,Female
22-25,3,Marketing,High School/GED,"Philadelphia, PA",82500,Remote,Female
22-25,2,Consulting,Master's Degree,"Miami, FL",82500,Remote,Male
26-29,3,Tech,Bachelor's Degree,"Atlanta, GA",82500,Remote,Male
26-29,4,Consulting,Bachelor's Degree,"Boston, MA",82500,Remote,Male
26-29,4,Tech,Bachelor's Degree,"New York, NY",82500,Hybrid,Male
22-25,1,Pharmacy,Bachelor's Degree,"Washington, DC",82450,Remote,Male
26-29,3,Defense,Master's Degree,"Boston, MA",82400,Hybrid,Male
26-29,4,Healthcare,Bachelor's Degree,"Chicago, IL",82400,Hybrid,Female
26-29,7,Automotive,Bachelor's Degree,"Nashville, TN",82400,Hybrid,Female
30-33,4,Healthcare,Bachelor's Degree,"Minneapolis, MN",82368,Hybrid,Female
34-37,9,Automotive,Bachelor's Degree,"Nashville, TN",82322,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Atlanta, GA",82300,Remote,Female
22-25,3,Healthcare,Bachelor's Degree,"Nashville, TN",82200,Hybrid,Female
22-25,2,Insurance,Bachelor's Degree,"Cleveland, OH",82165,Remote,Female
26-29,3,Healthcare,Master's Degree,"San Jose, CA",82118,Hybrid,Female
26-29,1,Healthcare,Bachelor's Degree,"San Diego, CA",82105,Hybrid,Male
34-37,16,Retail,Some College,"Detroit, MI",82000,Onsite,Female
22-25,3,Finance,Bachelor's Degree,"Chicago, IL",82000,Remote,Female
30-33,5,Healthcare,Bachelor's Degree,"Seattle, WA",82000,Remote,Female
26-29,5,Healthcare,Bachelor's Degree,"Atlanta, GA",82000,Remote,Female
22-25,2,Medical,Bachelor's Degree,"Boston, MA",82000,Remote,Female
22-25,3,Retail,Bachelor's Degree,"San Francisco, CA",82000,Hybrid,Female
18-21,3,Banking,High School/GED,"Columbus, OH",82000,Onsite,Female
30-33,4,Finance,Bachelor's Degree,"San Francisco, CA",82000,Remote,Female
26-29,4,Insurance,Bachelor's Degree,"San Francisco, CA",82000,Hybrid,Female
30-33,10,Marketing,Bachelor's Degree,"Philadelphia, PA",82000,Remote,Female
26-29,4,Marketing,High School/GED,"New York, NY",82000,Hybrid,Female
26-29,5,Insurance,Bachelor's Degree,"Jacksonville, FL",82000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"Dallas, TX",82000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"Charlotte, NC",82000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"Los Angeles, CA",82000,Remote,Female
22-25,3,Consulting,Bachelor's Degree,"Seattle, WA",82000,Remote,Female
26-29,3,Aerospace,Bachelor's Degree,"Seattle, WA",82000,Remote,Male
34-37,4,Marketing,Some College,"Los Angeles, CA",82000,Remote,Male
22-25,1,Tech,Bachelor's Degree,"Detroit, MI",82000,Remote,Male
26-29,4,Consumer Goods,Bachelor's Degree,"Salt Lake City, UT",82000,Onsite,Male
26-29,3,Engineering,Bachelor's Degree,"Cincinnati, OH",82000,Remote,LGBTQ+
34-37,10,Healthcare,Master's Degree,"Los Angeles, CA",82000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"New York, NY",82000,Hybrid,Male
22-25,1,Defense,Bachelor's Degree,"Baltimore, MD",82000,Hybrid,Female
38-41,17,Finance,Bachelor's Degree,"Jacksonville, FL",82000,Onsite,Female
38-41,17,Finance,Bachelor's Degree,"Jacksonville, FL",82000,Onsite,Female
22-25,3,Food,Bachelor's Degree,"Minneapolis, MN",82000,Remote,Male
22-25,2,Media,Master's Degree,"New York, NY",82000,Hybrid,Female
22-25,1,Finance,Bachelor's Degree,"Washington, DC",82000,Remote,Male
22-25,3,Fashion,Bachelor's Degree,"New York, NY",82000,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Austin, TX",82000,Remote,Female
26-29,5,Insurance,Bachelor's Degree,"Nashville, TN",82000,Hybrid,Female
22-25,1,Healthcare,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Washington, DC",82000,Remote,Male
22-25,1,Consulting,Bachelor's Degree,"Atlanta, GA",82000,Remote,Female
26-29,5,Healthcare,Bachelor's Degree,"Houston, TX",82000,Onsite,Female
26-29,4,Finance,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
26-29,6,Tech,Bachelor's Degree,"Boston, MA",82000,Remote,Female
26-29,3,Logistics,Bachelor's Degree,"Minneapolis, MN",82000,Remote,Female
26-29,5,Fintech,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
42-45,17,Healthcare,Bachelor's Degree,"Madison, WI",82000,Remote,Female
26-29,3,Healthcare,Bachelor's Degree,"Philadelphia, PA",82000,Hybrid,Female
26-29,4,Finance,Master's Degree,"Detroit, MI",82000,Hybrid,Female
26-29,5,Consumer Goods,Bachelor's Degree,"New York, NY",82000,Remote,Female
26-29,3,Engineering,Master's Degree,"Chicago, IL",82000,Remote,Female
22-25,2,Consulting,Bachelor's Degree,"Chicago, IL",82000,Hybrid,Female
26-29,5,Tech,Bachelor's Degree,"Atlanta, GA",82000,Remote,Female
26-29,5,Insurance,Bachelor's Degree,"New York, NY",82000,Remote,Female
22-25,3,Marketing,Bachelor's Degree,"Los Angeles, CA",82000,Hybrid,Female
22-25,1,Finance,Bachelor's Degree,"Nashville, TN",82000,Hybrid,Male
26-29,6,Healthcare,Bachelor's Degree,"Minneapolis, MN",82000,Hybrid,Male
30-33,2,Fintech,Some College,"Atlanta, GA",82000,Hybrid,Female
30-33,10,Hosptechaltechy,Some College,"Phoenix, AZ",82000,Onsite,Female
30-33,6,Construction,Master's Degree,"Los Angeles, CA",82000,Onsite,Female
30-33,1,Education,Bachelor's Degree,"Sacramento, CA",82000,Remote,Female
22-25,1,Aerospace,Bachelor's Degree,"Phoenix, AZ",82000,Hybrid,Female
26-29,6,Retail,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
22-25,2,Accounting,Master's Degree,"Seattle, WA",82000,Remote,Female
18-21,1,Tech,Bachelor's Degree,"Seattle, WA",82000,Remote,Male
30-33,10,Education,Master's Degree,"San Francisco, CA",82000,Onsite,LGBTQ+
26-29,4,Manufacturing,Bachelor's Degree,"Dallas, TX",82000,Hybrid,Female
42-45,13,Marketing,Bachelor's Degree,"Irvine, CA",82000,Hybrid,Female
26-29,5,Advertising,Bachelor's Degree,"Austin, TX",82000,Remote,Female
38-41,15,Human Resources,Bachelor's Degree,"Minneapolis, MN",82000,Hybrid,Male
22-25,1,Tech,Bachelor's Degree,"Boston, MA",82000,Remote,Female
22-25,2,Defense,Bachelor's Degree,"Baltimore, MD",82000,Hybrid,Male
38-41,11,Healthcare,Bachelor's Degree,"Seattle, WA",82000,Onsite,Female
30-33,8,Aerospace,Bachelor's Degree,"Philadelphia, PA",82000,Hybrid,Male
22-25,3,Tech,Bachelor's Degree,"Houston, TX",82000,Remote,Female
22-25,3,Healthcare,Bachelor's Degree,"Houston, TX",82000,Hybrid,Female
18-21,1,Automotive,Bachelor's Degree,"Detroit, MI",82000,Onsite,Female
22-25,1,Tech,Bachelor's Degree,"Chicago, IL",82000,Hybrid,Male
26-29,6,Tech,Bachelor's Degree,"Pittsburgh, PA",82000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"New York, NY",82000,Remote,Male
22-25,3,Healthcare,Bachelor's Degree,"Chicago, IL",82000,Hybrid,Female
26-29,6,Marketing,Bachelor's Degree,"Seattle, WA",82000,Hybrid,Female
22-25,2,Defense,Bachelor's Degree,"Boston, MA",82000,Onsite,Male
26-29,4,Healthcare,Master's Degree,"New York, NY",82000,Hybrid,Female
22-25,1,Tech,Bachelor's Degree,"Boston, MA",82000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"Boston, MA",82000,Remote,LGBTQ+
22-25,1,Tech,Bachelor's Degree,"Austin, TX",82000,Hybrid,Female
22-25,1,Accounting,Bachelor's Degree,"Seattle, WA",82000,Remote,Male
38-41,15,Telecommunications,Bachelor's Degree,"Columbus, OH",82000,Onsite,Male
26-29,3,Tech,Bachelor's Degree,"New York, NY",82000,Hybrid,Male
34-37,14,Engineering,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
22-25,3,Real Estate,Bachelor's Degree,"Seattle, WA",82000,Remote,Female
22-25,2,Banking,Bachelor's Degree,"Charlotte, NC",82000,Hybrid,Female
22-25,2,Accounting,Master's Degree,"New York, NY",82000,Remote,Female
26-29,3,Tech,Bachelor's Degree,"Dallas, TX",82000,Remote,Female
30-33,8,Education,Master's Degree,"New York, NY",82000,Remote,Female
26-29,3,Legal,Master's Degree,"Washington, DC",82000,Hybrid,Female
22-25,1,Biotech,Bachelor's Degree,"Boston, MA",82000,Hybrid,Male
34-37,5,Education,Master's Degree,"Chicago, IL",82000,Onsite,Male
26-29,5,Engineering,Master's Degree,"Washington, DC",82000,Hybrid,Female
30-33,5,Government,Bachelor's Degree,"Sacramento, CA",82000,Hybrid,Female
30-33,10,Retail,Bachelor's Degree,"Charlotte, NC",82000,Onsite,Female
26-29,3,Engineering,Bachelor's Degree,"Philadelphia, PA",82000,Remote,Female
22-25,2,Tech,Bachelor's Degree,"Denver, CO",82000,Remote,Female
30-33,4,Hosptechaltechy,Some College,"Dallas, TX",82000,Remote,Male
22-25,3,Healthcare,Bachelor's Degree,"Phoenix, AZ",82000,Remote,Male
30-33,8,Finance,Associate's Degree,"Atlanta, GA",82000,Remote,Female
18-21,1,Consulting,Bachelor's Degree,"Austin, TX",82000,Remote,Male
30-33,5,Real Estate,Bachelor's Degree,"Chicago, IL",82000,Hybrid,Female
26-29,4,Oil And Gas,Bachelor's Degree,"Dallas, TX",82000,Remote,Female
26-29,5,Finance,Bachelor's Degree,"Dallas, TX",82000,Hybrid,Male
30-33,10,Food,Bachelor's Degree,"New York, NY",82000,Hybrid,Female
22-25,4,Insurance,Bachelor's Degree,"Boston, MA",82000,Remote,Female
26-29,4,Healthcare,Bachelor's Degree,"Charlotte, NC",82000,Onsite,Female
22-25,1,Consulting,Bachelor's Degree,"Washington, DC",82000,Onsite,Male
22-25,1,Consulting,Bachelor's Degree,"Austin, TX",82000,Remote,Female
26-29,4,Tech,Bachelor's Degree,"Seattle, WA",82000,Remote,Male
22-25,2,Accounting,Bachelor's Degree,"San Francisco, CA",82000,Remote,Male
22-25,1,Consulting,Bachelor's Degree,"Chicago, IL",82000,Hybrid,Male
22-25,2,Defense,Bachelor's Degree,"Los Angeles, CA",82000,Onsite,Female
26-29,5,Tech,Bachelor's Degree,"San Francisco, CA",81994,Hybrid,Female
22-25,3,Insurance,Bachelor's Degree,"Denver, CO",81850,Remote,Female
26-29,5,Marketing,Bachelor's Degree,"Detroit, MI",81800,Remote,Female
26-29,5,Tech,Bachelor's Degree,"Atlanta, GA",81700,Remote,Female
22-25,1,Consulting,Master's Degree,"Washington, DC",81600,Remote,Female
22-25,2,Pharmacy,Master's Degree,"Philadelphia, PA",81600,Hybrid,Female
22-25,1,Engineering,Bachelor's Degree,"San Francisco, CA",81600,Remote,Male
22-25,2,Tech,Bachelor's Degree,"Philadelphia, PA",81585,Hybrid,Male
26-29,5,Manufacturing,Bachelor's Degree,"Nashville, TN",81500,Hybrid,Female
22-25,2,Tech,Bachelor's Degree,"Dallas, TX",81300,Remote,Female
30-33,4,Healthcare,Doctorate Degree,"Houston, TX",81121,Onsite,Female
30-33,7,Engineering,Bachelor's Degree,"Austin, TX",81120,Onsite,Male
22-25,3,Accounting,Bachelor's Degree,"Chicago, IL",81100,Hybrid,Female
22-25,3,Accounting,Master's Degree,"Chicago, IL",81100,Remote,Female
34-37,12,Media,Associate's Degree,"New York, NY",81000,Hybrid,Female
22-25,2,Consumer Goods,Bachelor's Degree,"Charlotte, NC",81000,Hybrid,Female
26-29,5,Insurance,Bachelor's Degree,"Washington, DC",81000,Remote,Female
22-25,1,Engineering,Bachelor's Degree,"Atlanta, GA",81000,Onsite,Female
22-25,2,Medical,Bachelor's Degree,"Minneapolis, MN",81000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Chicago, IL",81000,Remote,Female
26-29,4,Entertainment,Bachelor's Degree,"New York, NY",81000,Remote,Male
22-25,4,Pharmacy,Master's Degree,"Boston, MA",81000,Onsite,Male
26-29,6,Banking,Bachelor's Degree,"Detroit, MI",81000,Hybrid,Male
26-29,5,Sales,Master's Degree,"Atlanta, GA",81000,Remote,Female
22-25,4,Finance,Bachelor's Degree,"Philadelphia, PA",81000,Hybrid,Male
26-29,3,Retail,Master's Degree,"Atlanta, GA",81000,Hybrid,Female
22-25,3,Finance,Bachelor's Degree,"Minneapolis, MN",81000,Remote,Male
30-33,6,Healthcare,Master's Degree,"Boston, MA",81000,Hybrid,Female
26-29,7,Marketing,Master's Degree,"New York, NY",81000,Hybrid,Female
26-29,5,Defense,Bachelor's Degree,"Dallas, TX",81000,Onsite,Female
22-25,2,Tech,Bachelor's Degree,"Seattle, WA",81000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Seattle, WA",81000,Remote,Male
26-29,3,Healthcare,Master's Degree,"Houston, TX",81000,Remote,Female
34-37,15,Education,Master's Degree,"Washington, DC",81000,Onsite,Female
22-25,3,Tech,Bachelor's Degree,"Charlotte, NC",81000,Remote,Male
22-25,3,Healthcare,Bachelor's Degree,"Dallas, TX",81000,Hybrid,Female
26-29,3,Accounting,Master's Degree,"Atlanta, GA",81000,Remote,Female
22-25,1,Retail,Bachelor's Degree,"Seattle, WA",81000,Remote,Female
22-25,1,Aerospace,Bachelor's Degree,"Denver, CO",81000,Onsite,Female
22-25,1,Aerospace,Bachelor's Degree,"Seattle, WA",81000,Onsite,Female
22-25,1,Engineering,Bachelor's Degree,"Denver, CO",81000,Hybrid,Male
26-29,5,Fintech,Bachelor's Degree,"Chicago, IL",81000,Hybrid,Female
22-25,4,Automotive,Master's Degree,"Detroit, MI",81000,Hybrid,Male
34-37,16,Healthcare,Bachelor's Degree,"Austin, TX",81000,Remote,Female
22-25,4,Aerospace,Master's Degree,"Los Angeles, CA",81000,Hybrid,Female
22-25,1,Engineering,Bachelor's Degree,"Seattle, WA",81000,Remote,Male
30-33,11,Finance,Master's Degree,"Columbus, OH",81000,Onsite,Female
22-25,1,Consulting,Bachelor's Degree,"Los Angeles, CA",81000,Remote,Male
22-25,2,Defense,Bachelor's Degree,"Denver, CO",81000,Hybrid,Female
22-25,3,Consumer Goods,Master's Degree,"Atlanta, GA",81000,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Denver, CO",81000,Remote,Female
26-29,4,Public Relations,Bachelor's Degree,"New York, NY",81000,Remote,Female
26-29,5,Finance,Bachelor's Degree,"Atlanta, GA",81000,Remote,Female
26-29,2,Aerospace,Bachelor's Degree,"Salt Lake City, UT",81000,Hybrid,Male
42-45,9,Education,Doctorate Degree,"Sacramento, CA",81000,Onsite,Female
22-25,4,Healthcare,Bachelor's Degree,"Chicago, IL",81000,Hybrid,Female
34-37,12,Education,Doctorate Degree,"Philadelphia, PA",81000,Remote,LGBTQ+
34-37,13,Fashion,Bachelor's Degree,"New York, NY",81000,Hybrid,Female
34-37,15,Advertising,Bachelor's Degree,"Denver, CO",81000,Remote,Male
22-25,2,Tech,Bachelor's Degree,"New York, NY",81000,Remote,Female
26-29,4,Healthcare,Bachelor's Degree,"Washington, DC",81000,Hybrid,Female
26-29,4,Medical,Bachelor's Degree,"Irvine, CA",81000,Hybrid,Female
26-29,3,Healthcare,Bachelor's Degree,"New York, NY",80925,Onsite,Male
26-29,4,Engineering,Bachelor's Degree,"Chicago, IL",80900,Hybrid,Female
30-33,10,Education,Master's Degree,"Houston, TX",80800,Onsite,Female
22-25,2,Telecommunications,Bachelor's Degree,"Minneapolis, MN",80600,Onsite,Male
22-25,2,Telecommunications,Bachelor's Degree,"San Antonio, TX",80500,Remote,Female
26-29,3,Consulting,Bachelor's Degree,"St. Louis, MO",80500,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Washington, DC",80500,Remote,Female
26-29,7,Healthcare,Bachelor's Degree,"Boston, MA",80500,Remote,Female
26-29,4,Tech,Bachelor's Degree,"San Francisco, CA",80500,Hybrid,Female
22-25,3,Tech,Bachelor's Degree,"Denver, CO",80500,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Raleigh, NC",80500,Remote,Female
30-33,9,Healthcare,Master's Degree,"Richmond, VA",80300,Remote,Female
22-25,3,Consulting,Bachelor's Degree,"Washington, DC",80300,Remote,Female
22-25,3,Consulting,Bachelor's Degree,"Chicago, IL",80300,Remote,Female
30-33,7,Finance,Bachelor's Degree,"Minneapolis, MN",80222,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Chicago, IL",80100,Remote,Male
26-29,4,Healthcare,Master's Degree,"New York, NY",80080,Hybrid,Female
22-25,3,Automotive,Bachelor's Degree,"Detroit, MI",80021,Hybrid,Female
22-25,1,Engineering,Bachelor's Degree,"Baltimore, MD",80017,Hybrid,Female
22-25,1,Retail,Bachelor's Degree,"Minneapolis, MN",80000,Remote,Female
26-29,4,Healthcare,Master's Degree,"St. Louis, MO",80000,Hybrid,Female
34-37,10,Human Resources,Some College,"Richmond, VA",80000,Remote,Female
30-33,3,Tech,Trade/Vocational,"Charlotte, NC",80000,Remote,Female
30-33,2,Pharmacy,Master's Degree,"Tampa, FL",80000,Hybrid,Female
26-29,5,Advertising,Bachelor's Degree,"Los Angeles, CA",80000,Remote,Female
26-29,4,Marketing,Bachelor's Degree,"San Francisco, CA",80000,Remote,Female
22-25,3,Banking,Bachelor's Degree,"Dallas, TX",80000,Remote,Female
22-25,2,Real Estate,Bachelor's Degree,"Washington, DC",80000,Hybrid,Female
22-25,3,Accounting,Master's Degree,"Tampa, FL",80000,Remote,Female
26-29,5,Media,Bachelor's Degree,"New York, NY",80000,Remote,Female
26-29,8,Fashion,Bachelor's Degree,"Los Angeles, CA",80000,Hybrid,Female
26-29,3,Tech,Master's Degree,"San Francisco, CA",80000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"New York, NY",80000,Remote,Female
26-29,1,Tech,Bachelor's Degree,"San Jose, CA",80000,Remote,Female
30-33,5,Tech,Some College,"Washington, DC",80000,Remote,Female
22-25,1,Finance,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,1,Tech,Master's Degree,"Houston, TX",80000,Remote,Female
22-25,2,Construction,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,2,Finance,Bachelor's Degree,"Phoenix, AZ",80000,Remote,Female
26-29,4,Finance,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,1,Finance,Bachelor's Degree,"New York, NY",80000,Hybrid,Female
26-29,2,Healthcare,Master's Degree,"Atlanta, GA",80000,Remote,Female
26-29,4,Marketing,Bachelor's Degree,"Austin, TX",80000,Remote,Female
22-25,2,Finance,Bachelor's Degree,"New York, NY",80000,Remote,Female
22-25,3,Public Relations,Bachelor's Degree,"New York, NY",80000,Hybrid,Female
22-25,1,Consulting,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,1,Finance,Bachelor's Degree,"New York, NY",80000,Hybrid,Female
26-29,9,Tech,Master's Degree,"Portland, OR",80000,Remote,Female
22-25,3,Marketing,Bachelor's Degree,"Los Angeles, CA",80000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"Seattle, WA",80000,Remote,Female
26-29,5,Advertising,Bachelor's Degree,"Los Angeles, CA",80000,Remote,Female
26-29,5,Sales,Associate's Degree,"Dallas, TX",80000,Remote,Female
26-29,3,Tech,Bachelor's Degree,"Los Angeles, CA",80000,Remote,Female
26-29,5,Retail,Bachelor's Degree,"Seattle, WA",80000,Remote,Female
22-25,1,Finance,Bachelor's Degree,"San Francisco, CA",80000,Hybrid,Female
22-25,4,Advertising,Bachelor's Degree,"Los Angeles, CA",80000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"Irvine, CA",80000,Onsite,Female
26-29,4,Healthcare,Bachelor's Degree,"New York, NY",80000,Hybrid,Female
22-25,1,Legal,Doctorate Degree,"Los Angeles, CA",80000,Remote,Female
18-21,1,Accounting,Bachelor's Degree,"San Francisco, CA",80000,Remote,Female
26-29,2,Sales,Bachelor's Degree,"Raleigh, NC",80000,Hybrid,Female
26-29,5,Advertising,Bachelor's Degree,"Chicago, IL",80000,Hybrid,Female
26-29,3,Finance,Bachelor's Degree,"New York, NY",80000,Hybrid,Female
22-25,3,Consulting,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Columbus, OH",80000,Hybrid,Female
22-25,1,Tech,Master's Degree,"Boston, MA",80000,Remote,Female
22-25,2,Consulting,Doctorate Degree,"Jacksonville, FL",80000,Remote,Female
22-25,1,Consulting,Bachelor's Degree,"New York, NY",80000,Remote,Female
22-25,3,Insurance,Bachelor's Degree,"Raleigh, NC",80000,Remote,Female
18-21,3,Human Resources,Master's Degree,"Chicago, IL",80000,Remote,Female
22-25,4,Engineering,Master's Degree,"Boston, MA",80000,Onsite,Female
22-25,1,Consulting,Bachelor's Degree,"Charlotte, NC",80000,Remote,Female
22-25,2,Accounting,Master's Degree,"Atlanta, GA",80000,Remote,Female
18-21,2,Insurance,Bachelor's Degree,"Boston, MA",80000,Remote,Female
30-33,8,Pharmacy,Master's Degree,"New York, NY",80000,Remote,Female
22-25,1,Marketing,Master's Degree,"New York, NY",80000,Remote,Female
22-25,3,Advertising,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
22-25,2,Finance,Bachelor's Degree,"Dallas, TX",80000,Remote,Female
22-25,3,Real Estate,Bachelor's Degree,"New York, NY",80000,Remote,Female
22-25,2,Healthcare,Bachelor's Degree,"Chicago, IL",80000,Remote,Female
26-29,5,Engineering,Bachelor's Degree,"Philadelphia, PA",80000,Remote,Female
26-29,5,Government,Bachelor's Degree,"Orlando, FL",80000,Onsite,Female
34-37,14,Public Relations,Master's Degree,"Detroit, MI",80000,Remote,Female
22-25,3,Healthcare,Bachelor's Degree,"Boston, MA",80000,Remote,Female
22-25,1,Tech,Bachelor's Degree,"Dallas, TX",80000,Remote,Female
22-25,2,Consulting,Bachelor's Degree,"Philadelphia, PA",80000,Remote,Female
26-29,6,Consulting,Bachelor's Degree,"Dallas, TX",80000,Hybrid,Female
22-25,3,Insurance,Bachelor's Degree,"Denver, CO",80000,Remote,Female
22-25,3,Human Resources,Bachelor's Degree,"Dallas, TX",80000,Remote,Female
